image_path,mask_path,split
D:\FDS\Small_project\Fire Detection\Dataset\images\S21_DECAY_ETHANOL_large\frame_0864_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S21_DECAY_ETHANOL_large\frame_0864_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R67_propane_small_op41_sz35\frame_0982_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R67_propane_small_op41_sz35\frame_0982_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S43_PULSATING_ETHANOL_large\frame_0431_t13.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S43_PULSATING_ETHANOL_large\frame_0431_t13.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S9_GROWTH_FAST_DIESEL_small\frame_0097_t6.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S9_GROWTH_FAST_DIESEL_small\frame_0097_t6.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R45_diesel_medium_op80_sz40\frame_0656_t20.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R45_diesel_medium_op80_sz40\frame_0656_t20.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W12_WIND_4_6ms_METHANE_medium\frame_0998_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W12_WIND_4_6ms_METHANE_medium\frame_0998_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\D1_heptane_wind_0ms\frame_0013_t3.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\D1_heptane_wind_0ms\frame_0013_t3.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R43_methane_large_op27_sz79\frame_0655_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R43_methane_large_op27_sz79\frame_0655_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\C4_propane_door_three_quarter\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\C4_propane_door_three_quarter\frame_0066_t16.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R83_propane_large_op61_sz51\frame_0328_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R83_propane_large_op61_sz51\frame_0328_t10.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R16_methane_medium_op47_sz46\frame_0656_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R16_methane_medium_op47_sz46\frame_0656_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S15_GROWTH_SLOW_METHANE_small\frame_0815_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S15_GROWTH_SLOW_METHANE_small\frame_0815_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R97_acetone_medium_op88_sz76\frame_0872_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R97_acetone_medium_op88_sz76\frame_0872_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S38_PULSATING_DIESEL_small\frame_0975_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S38_PULSATING_DIESEL_small\frame_0975_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W1_WIND_2_9ms_DODECANE_medium\frame_0663_t20.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W1_WIND_2_9ms_DODECANE_medium\frame_0663_t20.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R21_propane_small_op35_sz66\frame_0656_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R21_propane_small_op35_sz66\frame_0656_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R33_methane_medium_op24_sz47\frame_0655_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R33_methane_medium_op24_sz47\frame_0655_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S31_DECAY_METHANE_small\frame_0880_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S31_DECAY_METHANE_small\frame_0880_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R73_diesel_small_op66_sz54\frame_0327_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R73_diesel_small_op66_sz54\frame_0327_t10.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W17_WIND_4_8ms_PROPANE_small\frame_0665_t20.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W17_WIND_4_8ms_PROPANE_small\frame_0665_t20.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R26_ethanol_medium_op36_sz40\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R26_ethanol_medium_op36_sz40\frame_0109_t3.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R12_ethanol_medium_op55_sz38\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R12_ethanol_medium_op55_sz38\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R82_propane_small_op22_sz61\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R82_propane_small_op22_sz61\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R77_propane_small_op47_sz78\frame_0547_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R77_propane_small_op47_sz78\frame_0547_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S36_PULSATING_ETHANOL_large\frame_0215_t7.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S36_PULSATING_ETHANOL_large\frame_0215_t7.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R39_propane_large_op60_sz37\frame_0766_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R39_propane_large_op60_sz37\frame_0766_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\E3_fire_center_size_75\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E3_fire_center_size_75\frame_0066_t16.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\A4_medium_room_opening_0\frame_0013_t3.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A4_medium_room_opening_0\frame_0013_t3.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S3_GROWTH_FAST_PROPANE_large\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S3_GROWTH_FAST_PROPANE_large\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R60_ethanol_small_op37_sz22\frame_0544_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R60_ethanol_small_op37_sz22\frame_0544_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S46_PULSATING_N-HEPTANE_large\frame_0216_t7.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S46_PULSATING_N-HEPTANE_large\frame_0216_t7.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R44_ethanol_large_op88_sz38\frame_0982_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R44_ethanol_large_op88_sz38\frame_0982_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W3_WIND_1_5ms_ETHANOL_large\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W3_WIND_1_5ms_ETHANOL_large\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R24_ethanol_medium_op41_sz68\frame_0763_t23.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R24_ethanol_medium_op41_sz68\frame_0763_t23.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R56_n-heptane_small_op79_sz49\frame_0654_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R56_n-heptane_small_op79_sz49\frame_0654_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W20_WIND_2_0ms_ETHANOL_small\frame_0109_t3.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W20_WIND_2_0ms_ETHANOL_small\frame_0109_t3.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R94_n-heptane_small_op63_sz28\frame_0872_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R94_n-heptane_small_op63_sz28\frame_0872_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R70_propane_medium_op56_sz44\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R70_propane_medium_op56_sz44\frame_0109_t3.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\E5_fire_near_door_size_50\frame_0013_t3.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E5_fire_near_door_size_50\frame_0013_t3.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R34_methane_small_op78_sz77\frame_0877_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R34_methane_small_op78_sz77\frame_0877_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R33_methane_medium_op24_sz47\frame_0873_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R33_methane_medium_op24_sz47\frame_0873_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R50_diesel_large_op85_sz44\frame_0656_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R50_diesel_large_op85_sz44\frame_0656_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R21_propane_small_op35_sz66\frame_0984_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R21_propane_small_op35_sz66\frame_0984_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\A9_large_room_opening_100\frame_0120_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\A9_large_room_opening_100\frame_0120_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R39_propane_large_op60_sz37\frame_0985_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R39_propane_large_op60_sz37\frame_0985_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R95_diesel_small_op49_sz42\frame_0654_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R95_diesel_small_op49_sz42\frame_0654_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S15_GROWTH_SLOW_METHANE_small\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S15_GROWTH_SLOW_METHANE_small\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S1_GROWTH_FAST_PROPANE_large\frame_0692_t24.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S1_GROWTH_FAST_PROPANE_large\frame_0692_t24.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W11_WIND_1_9ms_N-HEPTANE_small\frame_0767_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W11_WIND_1_9ms_N-HEPTANE_small\frame_0767_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S24_DECAY_N-HEPTANE_large\frame_0774_t24.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S24_DECAY_N-HEPTANE_large\frame_0774_t24.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W20_WIND_2_0ms_ETHANOL_small\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W20_WIND_2_0ms_ETHANOL_small\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R33_methane_medium_op24_sz47\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R33_methane_medium_op24_sz47\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S35_DECAY_N-HEPTANE_large\frame_0096_t3.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S35_DECAY_N-HEPTANE_large\frame_0096_t3.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R27_ethanol_large_op74_sz51\frame_0436_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R27_ethanol_large_op74_sz51\frame_0436_t13.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R97_acetone_medium_op88_sz76\frame_0763_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R97_acetone_medium_op88_sz76\frame_0763_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R63_diesel_large_op55_sz65\frame_0109_t3.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R63_diesel_large_op55_sz65\frame_0109_t3.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W9_WIND_3_6ms_METHANE_large\frame_0553_t16.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W9_WIND_3_6ms_METHANE_large\frame_0553_t16.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\E4_fire_corner_size_50\frame_0053_t13.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E4_fire_corner_size_50\frame_0053_t13.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W3_WIND_1_5ms_ETHANOL_large\frame_0655_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W3_WIND_1_5ms_ETHANOL_large\frame_0655_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W10_WIND_3_4ms_ETHANOL_medium\frame_0774_t23.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W10_WIND_3_4ms_ETHANOL_medium\frame_0774_t23.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R76_acetone_small_op85_sz52\frame_0436_t13.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R76_acetone_small_op85_sz52\frame_0436_t13.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R77_propane_small_op47_sz78\frame_0328_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R77_propane_small_op47_sz78\frame_0328_t10.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R12_ethanol_medium_op55_sz38\frame_0545_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R12_ethanol_medium_op55_sz38\frame_0545_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R57_acetone_medium_op55_sz36\frame_0763_t23.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R57_acetone_medium_op55_sz36\frame_0763_t23.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R26_ethanol_medium_op36_sz40\frame_0437_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R26_ethanol_medium_op36_sz40\frame_0437_t13.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W4_WIND_4_6ms_DODECANE_large\frame_0776_t23.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W4_WIND_4_6ms_DODECANE_large\frame_0776_t23.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R88_methane_medium_op56_sz22\frame_0764_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R88_methane_medium_op56_sz22\frame_0764_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S33_DECAY_ETHANOL_small\frame_0475_t15.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S33_DECAY_ETHANOL_small\frame_0475_t15.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\E1_fire_center_size_25\frame_0120_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E1_fire_center_size_25\frame_0120_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S50_PULSATING_ACETONE_medium\frame_0216_t7.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S50_PULSATING_ACETONE_medium\frame_0216_t7.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F16_propane_medium_op50\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F16_propane_medium_op50\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R34_methane_small_op78_sz77\frame_0329_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R34_methane_small_op78_sz77\frame_0329_t10.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\E3_fire_center_size_75\frame_0080_t20.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E3_fire_center_size_75\frame_0080_t20.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R67_propane_small_op41_sz35\frame_0545_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R67_propane_small_op41_sz35\frame_0545_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R48_methane_large_op62_sz22\frame_0327_t10.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R48_methane_large_op62_sz22\frame_0327_t10.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R8_ethanol_large_op80_sz51\frame_0545_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R8_ethanol_large_op80_sz51\frame_0545_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R50_diesel_large_op85_sz44\frame_0546_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R50_diesel_large_op85_sz44\frame_0546_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R52_acetone_small_op38_sz37\frame_0654_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R52_acetone_small_op38_sz37\frame_0654_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R3_ethanol_medium_op28_sz27\frame_0872_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R3_ethanol_medium_op28_sz27\frame_0872_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R13_acetone_medium_op45_sz36\frame_0763_t23.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R13_acetone_medium_op45_sz36\frame_0763_t23.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R58_ethanol_large_op70_sz24\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R58_ethanol_large_op70_sz24\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R17_methane_medium_op84_sz46\frame_0547_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R17_methane_medium_op84_sz46\frame_0547_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R69_acetone_small_op11_sz65\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R69_acetone_small_op11_sz65\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\E5_fire_near_door_size_50\frame_0066_t16.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\E5_fire_near_door_size_50\frame_0066_t16.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\D5_heptane_wind_5ms\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\D5_heptane_wind_5ms\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R9_acetone_large_op51_sz33\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R9_acetone_large_op51_sz33\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\D4_heptane_wind_3ms\frame_0026_t6.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\D4_heptane_wind_3ms\frame_0026_t6.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R75_propane_small_op25_sz67\frame_0437_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R75_propane_small_op25_sz67\frame_0437_t13.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R87_ethanol_small_op86_sz45\frame_0109_t3.8s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R87_ethanol_small_op86_sz45\frame_0109_t3.8s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R39_propane_large_op60_sz37\frame_0328_t10.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R39_propane_large_op60_sz37\frame_0328_t10.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S38_PULSATING_DIESEL_small\frame_0541_t17.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S38_PULSATING_DIESEL_small\frame_0541_t17.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S47_PULSATING_N-HEPTANE_medium\frame_0435_t13.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S47_PULSATING_N-HEPTANE_medium\frame_0435_t13.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R65_methane_large_op59_sz41\frame_0654_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R65_methane_large_op59_sz41\frame_0654_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W7_WIND_1_8ms_ACETONE_small\frame_0327_t10.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W7_WIND_1_8ms_ACETONE_small\frame_0327_t10.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\EXTREME_TEST_5719\frame_0436_t18.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\EXTREME_TEST_5719\frame_0436_t18.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F8_n-heptane_medium_op50\frame_0000_t0.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F8_n-heptane_medium_op50\frame_0000_t0.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S11_GROWTH_FAST_N-HEPTANE_medium\frame_0197_t9.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S11_GROWTH_FAST_N-HEPTANE_medium\frame_0197_t9.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S7_GROWTH_SLOW_N-HEPTANE_medium\frame_0441_t19.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S7_GROWTH_SLOW_N-HEPTANE_medium\frame_0441_t19.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S8_GROWTH_FAST_ETHANOL_small\frame_0384_t15.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S8_GROWTH_FAST_ETHANOL_small\frame_0384_t15.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S44_PULSATING_ETHANOL_medium\frame_0759_t23.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S44_PULSATING_ETHANOL_medium\frame_0759_t23.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R16_methane_medium_op47_sz46\frame_0765_t23.4s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R16_methane_medium_op47_sz46\frame_0765_t23.4s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S47_PULSATING_N-HEPTANE_medium\frame_0653_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S47_PULSATING_N-HEPTANE_medium\frame_0653_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R65_methane_large_op59_sz41\frame_0218_t7.1s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R65_methane_large_op59_sz41\frame_0218_t7.1s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S34_DECAY_ACETONE_medium\frame_0192_t6.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S34_DECAY_ACETONE_medium\frame_0192_t6.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S41_PULSATING_METHANE_small\frame_0650_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S41_PULSATING_METHANE_small\frame_0650_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R91_methane_medium_op82_sz52\frame_0546_t16.9s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R91_methane_medium_op82_sz52\frame_0546_t16.9s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R71_acetone_medium_op80_sz75\frame_0654_t20.2s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R71_acetone_medium_op80_sz75\frame_0654_t20.2s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R55_acetone_small_op79_sz75\frame_0872_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R55_acetone_small_op79_sz75\frame_0872_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R2_ethanol_large_op55_sz53\frame_0872_t26.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R2_ethanol_large_op55_sz53\frame_0872_t26.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R59_methane_large_op60_sz25\frame_0983_t30.0s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R59_methane_large_op60_sz25\frame_0983_t30.0s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\F15_propane_medium_op50\frame_0053_t13.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\F15_propane_medium_op50\frame_0053_t13.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S34_DECAY_ACETONE_medium\frame_0481_t15.3s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S34_DECAY_ACETONE_medium\frame_0481_t15.3s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R3_ethanol_medium_op28_sz27\frame_0436_t13.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R3_ethanol_medium_op28_sz27\frame_0436_t13.7s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\R49_acetone_medium_op28_sz33\frame_0436_t13.6s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\R49_acetone_medium_op28_sz33\frame_0436_t13.6s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\S14_GROWTH_FAST_ETHANOL_small\frame_0096_t6.5s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\S14_GROWTH_FAST_ETHANOL_small\frame_0096_t6.5s.png,train
D:\FDS\Small_project\Fire Detection\Dataset\images\W17_WIND_4_8ms_PROPANE_small\frame_0221_t6.7s.png,D:\FDS\Small_project\Fire Detection\Dataset\masks_binary\W17_WIND_4_8ms_PROPANE_small\frame_0221_t6.7s.png,train
